date,realtime_end,realtime_start,PPIACO
1937-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.1
1937-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.1
1937-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,14.7
1937-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,14.4
1937-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,14.1
1938-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,14.0
1938-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.8
1938-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.7
1938-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.5
1938-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.5
1938-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.5
1938-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.6
1938-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.4
1938-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.5
1938-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.4
1938-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.4
1938-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.3
1939-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.3
1939-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.3
1939-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.2
1939-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.1
1939-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.1
1939-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.0
1939-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.0
1939-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,12.9
1939-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.6
1939-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.7
1939-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.6
1939-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.7
1940-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.7
1940-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.6
1940-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.5
1940-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.5
1940-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.5
1940-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.4
1940-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.4
1940-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.4
1940-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.4
1940-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.6
1940-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.7
1940-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.8
1941-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.9
1941-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,13.9
1941-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,14.0
1941-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,14.4
1941-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,14.6
1941-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.0
1941-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.3
1941-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.6
1941-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.8
1941-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.9
1941-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,15.9
1941-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,16.2
1942-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,16.5
1942-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,16.7
1942-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,16.8
1942-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.0
1942-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.0
1942-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.0
1942-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.0
1942-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.1
1942-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.2
1942-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.2
1942-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.3
1942-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.4
1943-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.5
1943-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.7
1943-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1943-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1943-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1943-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1943-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1943-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1943-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1943-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1943-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.7
1943-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1944-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1944-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.8
1944-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1944-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1944-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1944-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.0
1944-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1944-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1944-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1944-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,17.9
1944-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.0
1944-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.0
1945-01-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.1
1945-02-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.1
1945-03-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.1
1945-04-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.2
1945-05-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.3
1945-06-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.3
1945-07-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.3
1945-08-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.2
1945-09-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.1
1945-10-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.2
1945-11-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.4
1945-12-01 00:00:00,2018-06-30 00:00:00,1999-08-13 00:00:00,18.4
1946-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,18.4
1946-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,18.5
1946-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,18.8
1946-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,19.0
1946-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,19.1
1946-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,19.4
1946-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,21.5
1946-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,22.2
1946-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,21.4
1946-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,23.1
1946-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,24.1
1946-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,24.3
1947-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,24.5
1947-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,24.7
1947-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.3
1947-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.1
1947-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.0
1947-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.0
1947-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.3
1947-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.6
1947-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.1
1947-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.4
1947-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.7
1947-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.2
1948-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.7
1948-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.2
1948-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.2
1948-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.4
1948-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.5
1948-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.7
1948-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,28.0
1948-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,28.2
1948-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,28.1
1948-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.8
1948-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.8
1948-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.6
1949-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.3
1949-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.8
1949-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.8
1949-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.5
1949-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.3
1949-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.0
1949-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.0
1949-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.0
1949-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.1
1949-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.0
1949-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.0
1949-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.9
1950-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,25.9
1950-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.1
1950-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.1
1950-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.1
1950-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.4
1950-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,26.6
1950-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.3
1950-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,27.9
1950-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,28.4
1950-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,28.6
1950-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.0
1950-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.7
1951-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.5
1951-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.9
1951-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.9
1951-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.8
1951-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.7
1951-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.5
1951-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.3
1951-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.1
1951-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.1
1951-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.1
1951-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.1
1951-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.1
1952-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.0
1952-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.8
1952-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.8
1952-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.6
1952-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.6
1952-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.5
1952-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.6
1952-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.8
1952-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.6
1952-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.5
1952-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1952-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.1
1953-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.1
1953-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.1
1953-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1953-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.0
1953-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.1
1953-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.0
1953-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.4
1953-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1953-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.4
1953-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1953-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.1
1953-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1954-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.4
1954-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1954-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1954-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.4
1954-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.4
1954-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1954-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1954-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1954-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1954-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.1
1954-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1954-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.0
1955-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1955-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1955-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.2
1955-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1955-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.1
1955-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1955-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.3
1955-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.4
1955-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.6
1955-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.6
1955-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.5
1955-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.5
1956-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.7
1956-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.8
1956-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,29.9
1956-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.1
1956-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.3
1956-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.3
1956-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.2
1956-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.4
1956-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.6
1956-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.6
1956-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.7
1956-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,30.8
1957-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.0
1957-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.0
1957-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.0
1957-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.1
1957-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.0
1957-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.1
1957-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.3
1957-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.4
1957-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.3
1957-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.2
1957-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.3
1957-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.4
1958-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1958-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1958-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1958-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1958-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1958-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1958-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1958-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1958-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1958-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1958-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1958-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1959-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1959-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1959-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1959-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.8
1959-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.8
1959-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1959-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1959-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1959-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1959-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1959-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1959-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1960-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1960-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1960-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.8
1960-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.8
1960-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1960-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1960-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1960-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1960-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1960-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1960-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1960-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1961-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.8
1961-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.8
1961-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.8
1961-04-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1961-05-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1961-06-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.3
1961-07-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1961-08-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1961-09-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1961-10-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1961-11-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.5
1961-12-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.6
1962-01-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1962-02-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
1962-03-01 00:00:00,2018-06-30 00:00:00,1996-12-11 00:00:00,31.7
